age,income,credit_score,debt_to_income,delinquencies_2yrs,recent_inquiries,loan_amount,employment_years,default
-1.6919097515188135,2.2090820733766074,0.7979443949376784,-0.09106209777284413,-0.5868626470034906,-0.7984648542742431,2.506390366801105,-0.6877287227310643,1
-1.5519909546598096,0.25240544453439995,0.6235899317058964,-0.6517128647058342,-0.5868626470034906,1.9601469263277485,1.1558031117328995,-0.476324766590652,1
0.6167503966547507,-0.5276265686773177,-0.2367619142798326,-1.0492935062412707,-0.5868626470034906,-0.7984648542742431,1.0975361793143512,-0.23080056944922547,0
-1.3421127593713038,1.037230049916061,-1.3839065604821486,-1.3662301229849603,0.6336489238876509,-0.7984648542742431,-0.9304852370455233,0.587179202613253,0
-0.6425187750762843,-0.0823882592298378,0.2800798915837383,-1.087671025453375,-0.5868626470034906,0.12107240592642077,0.2727933393462763,0.3261367735840986,0
1.2463849825202682,-1.188527130307606,0.4648527146746036,0.6714638609876149,-0.5868626470034906,1.0406096661270847,0.7500519577991701,0.4273782714666092,0
1.6661413730972798,-1.957434281706918,-0.1717992514030368,-0.21157879642144822,-0.5868626470034906,-0.7984648542742431,-0.08784146924629364,0.3368666580083189,0
-0.2927217829287746,0.7245626609588551,0.8813610658941052,1.6909208888811802,0.6336489238876509,-0.7984648542742431,-0.43401358164684656,-0.48770561338827606,0
-0.7824375719352883,-1.0088350083131266,0.6025933454987863,-0.19256199173972036,-0.5868626470034906,-0.7984648542742431,0.6171450480475336,1.0514158504481823,0
0.9665473888022604,0.21985500538115182,0.18879422776844468,-0.008344502296206828,-0.5868626470034906,0.12107240592642077,-1.3453742100703607,0.18188766350407015,1
-0.7824375719352883,-0.21533088277384987,-0.04073556621877248,0.42377250675100214,-0.5868626470034906,1.9601469263277485,0.8892163690605199,-1.066554498886166,1
0.4768315997957468,-1.1355974396009507,-0.7547051134487438,0.2735471990594467,-0.5868626470034906,0.12107240592642077,-0.436704468346823,0.297361165658904,1
-1.5519909546598096,-1.120462001705803,0.7431237064399344,1.8672239046553565,-0.5868626470034906,-0.7984648542742431,-1.1267017513486144,-0.36605862735384737,0
1.596181974667778,0.6726007952318038,-0.931482193968221,0.6641964150550017,1.8541604947787924,-0.7984648542742431,0.9770364508571856,-1.6214335548017045,1
-0.36268118135827654,-1.1955073969268397,0.46995354843337883,0.9131477960023766,0.6336489238876509,-0.7984648542742431,0.9728255810360169,1.887427107476625,0
0.266953404507241,-0.3261209180633085,-0.5747970477991915,-0.913422757224307,0.6336489238876509,0.12107240592642077,0.9044368062882928,-1.2106130145849103,0
-0.15280298606977072,-0.5706727200932571,-0.7356007240354867,0.27726780310191795,-0.5868626470034906,1.0406096661270847,-1.8803932934461876,-0.9602602361274126,0
1.6661413730972798,-1.3458901153278093,-1.408518874643474,-0.3202357302501417,-0.5868626470034906,0.12107240592642077,0.2587664547471357,1.7589752320725092,1
0.4768315997957468,-0.6777882671738703,0.039963923887459674,0.8409859578768594,-0.5868626470034906,-0.7984648542742431,1.2166870195659283,-0.5150689058491521,0
-0.7124781735057863,-0.18797172534671197,-1.781450018192508,0.027546409695719056,0.6336489238876509,1.0406096661270847,0.050228162686665086,-0.5637299770274374,1
-0.5025999782172804,-1.957434281706918,-0.22720079570136653,-1.4083305169111524,0.6336489238876509,-0.7984648542742431,1.3920309807205788,-0.26429678563687636,0
-0.7824375719352883,0.4080277120980536,-0.3759117575992514,0.3572936665905859,0.6336489238876509,0.12107240592642077,-0.006563196683017556,0.16204348275226396,1
